time_stamp,time_(s),max_principal_green_lagrange_strain_percentile_95.0
1,0.03460002894384675,0.0035603488672139886
2,0.03480005960979656,0.00353378060341728
3,0.03500002224476209,0.0035456999449235884
4,0.03520002821168257,0.0035489444679091932
5,0.03540002520276143,0.003576959375275286
6,0.03560004965000989,0.0035548365767973083
7,0.03580005710326094,0.003534554229938566
8,0.03600003851878715,0.0035194154876872557
9,0.036200034861568274,0.0035221199243587386
10,0.03640004795793661,0.0035042265066831885
11,0.0366000459512103,0.003490793089868525
12,0.03680002348557395,0.0034544213692442806
13,0.037000054953051656,0.00344048155041652
14,0.0372000037987651,0.0034152320420877333
15,0.03740001661851382,0.003413519006181513
16,0.03760002998444757,0.0034135121589250863
17,0.03780005924731389,0.0034313187510170125
18,0.03800001109373022,0.00343060172991065
19,0.038200056991691,0.003431685687795943
20,0.03840003918525229,0.0034275403870761886
21,0.03860003836405463,0.0034625098765212036
22,0.03880004187813939,0.0034739826294510005
23,0.03900002139736201,0.0034519428986471232
24,0.03920003814890396,0.003479095144206473
25,0.03940002573512083,0.00348474157849016
26,0.039600010786911034,0.0034899906529736327
27,0.039800014282586435,0.0034892304818821044
28,0.04000005775431989,0.0035120043042963667
29,0.040200031727953243,0.0034912232154612668
30,0.04040001529309971,0.003487117830691247
31,0.04060001912587335,0.0034476696823456405
32,0.04080001124736307,0.0034431612397411515
33,0.041000045329246775,0.003434237555852814
34,0.0412000634076241,0.003427261305478058
35,0.0414000505684283,0.003413939703883466
36,0.04160001086199177,0.003410462871001058
37,0.04180002849919532,0.003431068512324652
38,0.042000059827461064,0.003424598471641325
39,0.04220001299696262,0.0034098418418899382
40,0.042400041616975734,0.0034173699543466962
41,0.04260001497337618,0.003401102568591892
42,0.04280002313119639,0.003362423623775742
43,0.04300000586357051,0.0033458326447085977
44,0.04320001563518754,0.003354328960605343
45,0.04340004009920687,0.0033293872671876336
46,0.043600042545344844,0.003315203712677706
47,0.04380006224836354,0.00331714135831193
48,0.044000048759304446,0.003321174349873901
49,0.04420005302187596,0.0033503803967808526
50,0.04440004165170304,0.003339913383028484
51,0.044600025149933775,0.003367874961498582
52,0.04480000579148693,0.003380932062876667
53,0.04500000540703353,0.0033770178208179487
54,0.04520000061893126,0.0033735698372320986
55,0.04540000713422647,0.0033653072405292472
56,0.045600018714092194,0.0033733643617934427
57,0.04580004207442054,0.0033798105257708795
58,0.046000050569441064,0.0033609886747832983
59,0.04620003842374209,0.0033573135125680425
60,0.046400040066172134,0.0033727465553480165
61,0.046600011703291935,0.0033757303850818097
62,0.04680004412960486,0.003353339000736832
63,0.04700005307305242,0.003343363295257918
64,0.04720003657804708,0.003339674519873854
65,0.04740001863803231,0.003320367472297761
66,0.04760000653614878,0.0033111229457876094
67,0.047800036640571836,0.0033325765076642425
68,0.04800001295474689,0.0033278832927924173
69,0.04820002469719456,0.0032872781013917616
70,0.04840004291370635,0.0032915144851395108
71,0.04860003365786234,0.003297790498740169
72,0.048800049510377516,0.0033001792477619475
73,0.04900001559873481,0.0032858353494964565
74,0.049200000405825194,0.0032669059648068217
75,0.049400042072741686,0.003263887751949364
76,0.04960002346566841,0.003248456947528236
77,0.049800044494350805,0.0032583875295006397
78,0.05000002392346164,0.0032636780439611033
79,0.05020005025828384,0.0032995164151982934
80,0.050400015485063655,0.003295640097489358
81,0.05060001077148536,0.003275547096471504
82,0.0508000411628206,0.003259201275357053
83,0.051000050084744064,0.0032641776199120926
84,0.051200028434143445,0.0032736074002439365
85,0.05140005476265783,0.0032568404204126647
86,0.05160003377707827,0.0032707563158495814
87,0.05180003196743112,0.003257169505300515
88,0.052000025821607086,0.0032610519051119117
89,0.05220003300243116,0.0032445538218102347
90,0.05240001072611682,0.0032597091674602878
91,0.05260005092996131,0.0032517638051434094
92,0.052800059541782775,0.0032539492164211665
93,0.05300000907584919,0.0032487981539456997
94,0.053200000303089794,0.0032618294806042035
95,0.05340001068286147,0.0032635633443992983
96,0.05360003320029813,0.0032587601816411182
97,0.05380000548711881,0.0032436835414767153
