# (x, y) data points for a circular boundary with radius 2.0
2.0, 0.0
1.9753766811902755, 0.31286893008046174
1.902113032590307, 0.6180339887498948
1.7820130483767358, 0.9079809994790935
1.618033988749895, 1.1755705045849463
1.4142135623730951, 1.414213562373095
1.1755705045849465, 1.6180339887498947
0.9079809994790936, 1.7820130483767356
0.6180339887498949, 1.902113032590307
0.31286893008046185, 1.9753766811902755
1.2246467991473532e-16, 2.0
-0.3128689300804612, 1.9753766811902755
-0.6180339887498947, 1.9021130325903073
-0.9079809994790935, 1.7820130483767358
-1.175570504584946, 1.618033988749895
-1.414213562373095, 1.4142135623730951
-1.6180339887498947, 1.1755705045849465
-1.7820130483767356, 0.9079809994790937
-1.902113032590307, 0.618033988749895
-1.9753766811902753, 0.31286893008046196
-2.0, 2.4492935982947064e-16
-1.9753766811902755, -0.3128689300804615
-1.9021130325903075, -0.6180339887498938
-1.7820130483767358, -0.9079809994790934
-1.618033988749895, -1.175570504584946
-1.4142135623730954, -1.414213562373095
-1.1755705045849465, -1.6180339887498947
-0.9079809994790938, -1.7820130483767356
-0.6180339887498951, -1.902113032590307
-0.3128689300804621, -1.9753766811902753
-3.6739403974420594e-16, -2.0
0.31286893008046135, -1.9753766811902755
0.6180339887498945, -1.9021130325903073
0.9079809994790933, -1.782013048376736
1.1755705045849458, -1.6180339887498951
1.414213562373095, -1.4142135623730954
1.6180339887498947, -1.1755705045849465
1.7820130483767356, -0.9079809994790939
1.902113032590307, -0.6180339887498952
1.9753766811902753, -0.31286893008046224
