time_stamp,time_(s),max_principal_green_lagrange_strain_rate_percentile_95.0
1,0.0,2.9606455551614343e-13
2,0.00020005588693891688,8.503478126708088e-12
3,0.0004000478786727874,4.3916084647724534e-08
4,0.0006000398704099675,0.0407443954433894
5,0.0008000318849887331,2.861872111254562
6,0.0010000243459340333,5.143184282760607
7,0.0012000098977334814,7.068216395050595
8,0.0014000323742766867,8.328349811747788
9,0.00160005704444952,9.025707119730953
10,0.001800003359631148,10.088099763460358
11,0.0020000020368902464,12.060514599245419
12,0.0022000324176609303,13.538265892854177
13,0.002400040310788911,14.770753944531094
14,0.0026000635114250773,15.351953588355833
15,0.0028000213333101466,16.209840643931088
16,0.003000033955053512,16.977155968958254
17,0.003200039333691676,17.4407759203208
18,0.0034000418274922123,17.828529916932897
19,0.0036000352875247927,18.568218672799063
20,0.00380005407758953,19.443044664546633
21,0.004000000344927928,19.947873689034388
22,0.00420005256705388,20.315347250405864
23,0.004400036705693153,20.822659128814458
24,0.004600010583415969,21.196656186780046
25,0.00480005280358536,21.717866876778995
26,0.005000008559054241,22.16303537991273
27,0.005200015258684554,22.601387807769346
28,0.00540006290268799,23.89262958043038
29,0.005600050084321754,25.304775426580733
30,0.00580000428262166,26.62451150429535
31,0.006000033993209164,28.053259169119087
32,0.006200030855168919,29.094134129031634
33,0.0064000007709799685,30.628127035915824
34,0.006600011479329512,31.888046848196574
35,0.006800050715926076,32.70207846464848
36,0.007000055457800934,34.0877936891669
37,0.007200037979325135,36.04919102270777
38,0.007400050993742457,36.87183116971525
39,0.0076000620448581045,37.34041552441769
40,0.007800013130848782,37.81461199111029
41,0.008000060029380028,38.33279999279766
42,0.008200006282949085,39.18763973691833
43,0.008400039047353284,40.03918839724664
44,0.008600062126528536,40.97935396959928
45,0.008800022625550116,41.738217386645914
46,0.009000001995608001,42.53145577663164
47,0.009200037951880907,43.26730881168941
48,0.009400046737748146,44.30860089222112
49,0.009600033244690918,44.74559111362101
50,0.009800016246510139,45.063859490924656
51,0.010000030740917116,45.64035758617126
52,0.010200047590755764,46.14957180576242
53,0.010400031851137975,46.6124653575264
54,0.010600005808103179,46.690650215280584
55,0.010800016505606629,46.70767601419061
56,0.011000002463148025,46.977274167836015
57,0.011200009903610695,47.167653798895905
58,0.0114000432867844,47.48401340436607
59,0.011600015219533353,47.59736399212849
60,0.011800053986348183,47.606447337710954
61,0.012000040721531434,47.6763877298841
62,0.01220003559825678,47.45318927754339
63,0.012400007089862358,47.579577932327155
64,0.012600030667410316,47.82483304185565
65,0.012800051461102028,48.08493017275537
66,0.013000040757297082,48.16764284083235
67,0.01320004858926341,48.387126178726234
68,0.013400003541245459,48.55793227375817
69,0.013600046641097175,48.73102867709195
70,0.013800041942242533,48.84836743561942
71,0.014000032961803088,48.91766685888295
72,0.014200013106613034,48.93790377297146
73,0.014400042469249318,49.042307942732
74,0.014600035839309152,49.17508272362475
75,0.014800038265180287,49.46905600260964
76,0.015000029673337967,49.74201658901687
77,0.015200035315631903,49.82215081279873
78,0.0154000131040683,49.92040633567284
79,0.015600056979567026,50.03200347517245
80,0.01580004658345165,50.20496097150405
81,0.016000002833401895,50.528023810914675
82,0.016200021740954907,50.782732334081395
83,0.01640002159616239,50.80006084216804
84,0.016600006132879878,51.073620597145066
85,0.01680001136943539,51.18904785068521
86,0.017000012167348515,51.49145845290532
87,0.01720000256901242,51.668143437266096
88,0.017400038724189142,51.75577202686681
89,0.017600056536910023,51.858353706914414
